Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Aylık ortalama net kaç bin TL alıyorsun?,Cinsiyet
8/2/2024 15:29:51,Türkiye,Tam zamanlı,Remote,9,Senior,C++,Embedded Systems Engineer,141 - 150,
8/2/2024 15:29:56,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 15:30:19,Türkiye,Tam zamanlı,Remote,2,Mid,Swift,iOS,61 - 70,
8/2/2024 15:30:25,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, Java",Backend,71 - 80,
8/2/2024 15:30:52,Türkiye,Tam zamanlı,Hybrid,7,Senior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,71 - 80,
8/2/2024 15:31:08,Türkiye,Tam zamanlı,Hybrid,8,Senior,"C#, SQL",Backend,121 - 130,
8/2/2024 15:31:13,Türkiye,Tam zamanlı,Remote,6,Senior,"JavaScript, TypeScript, C#",Backend,61 - 70,
8/2/2024 15:31:20,Yurtdışı TR hub,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript",React Native,141 - 150,
8/2/2024 15:31:26,Amerika,Tam zamanlı,Hybrid,3,Mid,"Java, Scala",Backend,91 - 100,
8/2/2024 15:31:31,Avrupa,Tam zamanlı,Remote,8,Senior,"Swift, Objective C",iOS,211 - 220,
8/2/2024 15:31:32,Avrupa,Tam zamanlı,Remote,16 - 20,Architect,"HTML/CSS, JavaScript, C#",Danışmanlık,131 - 140,
8/2/2024 15:31:33,Avrupa,Tam zamanlı,Hybrid,8,Senior,"TypeScript, Java, C#, Python, SQL, R Language",Fullstack,101 - 110,
8/2/2024 15:31:34,Türkiye,Tam zamanlı,Remote,4,Senior,Swift,iOS,81 - 90,
8/2/2024 15:31:42,Türkiye,Tam zamanlı,Hybrid,8,Senior,"HTML/CSS, JavaScript, TypeScript, Java",Fullstack,101 - 110,
8/2/2024 15:31:56,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, Java",Fullstack,71 - 80,
8/2/2024 15:31:58,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, C#, SQL",Flutter,31 - 40,
8/2/2024 15:32:11,Türkiye,Tam zamanlı,Remote,4,Mid,Java,Test Automation Engineer,101 - 110,
8/2/2024 15:32:28,Amerika,Tam zamanlı,Remote,2,Junior,"JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 15:33:10,Türkiye,Tam zamanlı,Remote,3,Mid,"Python, SQL",Backend,71 - 80,
8/2/2024 15:33:24,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 15:33:46,Türkiye,Tam zamanlı,Office,2,Junior,"Java, C#",Fullstack,61 - 70,
8/2/2024 15:34:46,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"Java, SQL",Backend,141 - 150,
8/2/2024 15:34:48,Türkiye,Tam zamanlı,Remote,9,Senior,"C#, SQL",Backend,111 - 120,
8/2/2024 15:35:02,Avrupa,Kendi işim,Remote,6,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, SQL",Fullstack,131 - 140,
8/2/2024 15:35:11,Türkiye,Tam zamanlı,Hybrid,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 15:35:21,Türkiye,Tam zamanlı,Remote,2,Junior,Hiçbiri,DevOps,41 - 50,
8/2/2024 15:35:23,Türkiye,Tam zamanlı,Office,0,Junior,"HTML/CSS, JavaScript, TypeScript",IT Specialist,21 - 30,
8/2/2024 15:35:42,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, C#, SQL",Backend,141 - 150,
8/2/2024 15:35:47,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 15:35:49,Türkiye,Tam zamanlı,Office,6,Mid,"HTML/CSS, JavaScript, TypeScript, C#, Objective C, SQL, Bash",Fullstack,31 - 40,
8/2/2024 15:35:53,Avrupa,Tam zamanlı,Hybrid,20 - 30,C-Level Manager,"C#, Python",Backend,300 +,
8/2/2024 15:36:02,Türkiye,Tam zamanlı,Remote,6,Senior,"JavaScript, Java, C#",Fullstack,101 - 110,
8/2/2024 15:36:19,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 15:37:00,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, PHP",Fullstack,31 - 40,
8/2/2024 15:37:09,Türkiye,Tam zamanlı,Remote,8,Team Lead,"HTML/CSS, JavaScript, TypeScript, Ruby, SQL",Fullstack,71 - 80,
8/2/2024 15:37:45,Türkiye,Tam zamanlı,Remote,9,Team Lead,C#,Fullstack,111 - 120,
8/2/2024 15:38:32,Türkiye,Tam zamanlı,Hybrid,0,Junior,Java,Backend,21 - 30,
8/2/2024 15:38:42,Türkiye,Tam zamanlı,Hybrid,2,Junior,"JavaScript, TypeScript, Swift, Objective C",iOS,41 - 50,
8/2/2024 15:38:45,Türkiye,Tam zamanlı,Hybrid,16 - 20,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, Java, C#, Swift, C++, SQL",Project Manager,151 - 160,
8/2/2024 15:38:46,Türkiye,Tam zamanlı,Remote,2,Mid,"Java, Python, SQL",DevOps,21 - 30,
8/2/2024 15:38:58,Türkiye,Tam zamanlı,Remote,6,Senior,"HTML/CSS, JavaScript, C#",Fullstack,91 - 100,
8/2/2024 15:39:02,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript, PHP, Python, Ruby, Objective C",Frontend,101 - 110,
8/2/2024 15:39:24,Türkiye,Tam zamanlı,Hybrid,4,Staff Engineer,Hiçbiri,Danışmanlık,11 - 20,
8/2/2024 15:39:38,Türkiye,Tam zamanlı,Hybrid,3,Mid,"Java, SQL",Manuel Tester,51 - 60,
8/2/2024 15:40:38,Türkiye,Tam zamanlı,Remote,4,Mid,"JavaScript, Java, C#",Fullstack,61 - 70,
8/2/2024 15:40:40,Türkiye,Tam zamanlı,Office,3,Mid,"TypeScript, Java, Go, Python, Bash",DevOps,31 - 40,
8/2/2024 15:40:48,Türkiye,Tam zamanlı,Office,5,Mid,Swift,iOS,41 - 50,
8/2/2024 15:40:48,Türkiye,Tam zamanlı,Office,16 - 20,Senior,"HTML/CSS, JavaScript, Java, C#, SQL",Backend,91 - 100,
8/2/2024 15:41:08,Türkiye,Tam zamanlı,Hybrid,7,Team Lead,"HTML/CSS, JavaScript, SQL",Manuel Tester,81 - 90,
8/2/2024 15:41:34,Türkiye,Tam zamanlı,Hybrid,2,Junior,"Java, Swift, Dart, Rust",Fullstack,71 - 80,
8/2/2024 15:41:38,Türkiye,Tam zamanlı,Office,6,C-Level Manager,"C, C++",Embedded Systems Engineer,201 - 210,
8/2/2024 15:43:07,Türkiye,Tam zamanlı,Remote,20 - 30,Senior,C#,Backend,61 - 70,
8/2/2024 15:43:28,Türkiye,Tam zamanlı,Remote,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript, Java, PHP",Fullstack,81 - 90,
8/2/2024 15:44:08,Türkiye,Tam zamanlı,Remote,2,Junior,Swift,iOS,31 - 40,
8/2/2024 15:44:23,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,21 - 30,
8/2/2024 15:44:47,Türkiye,Tam zamanlı,Hybrid,9,Senior,Go,Backend,131 - 140,
8/2/2024 15:45:29,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript",Fullstack,111 - 120,
8/2/2024 15:46:50,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript",Frontend,51 - 60,
8/2/2024 15:47:18,Avrupa,Tam zamanlı,Remote,11 - 15,Senior,C#,Backend,111 - 120,
8/2/2024 15:47:39,Türkiye,Tam zamanlı,Hybrid,6,Senior,"TypeScript, Java",Fullstack,91 - 100,
8/2/2024 15:48:34,Avrupa,Tam zamanlı,Remote,8,Team Lead,C#,Backend,191 - 200,
8/2/2024 15:48:59,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,PHP,Backend,81 - 90,
8/2/2024 15:49:50,Türkiye,Tam zamanlı,Remote,4,Mid,"JavaScript, TypeScript",React Native,51 - 60,
8/2/2024 15:50:02,Türkiye,Tam zamanlı,Remote,4,Senior,"JavaScript, C#",Fullstack,141 - 150,
8/2/2024 15:50:04,Türkiye,Kendi işim,Hybrid,6,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, Go, PHP, Python",Fullstack,11 - 20,
8/2/2024 15:50:16,Türkiye,Tam zamanlı,Office,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, Python, SQL, Visual Basic",Fullstack,31 - 40,
8/2/2024 15:50:28,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,31 - 40,
8/2/2024 15:50:35,Türkiye,Tam zamanlı,Hybrid,1,Junior,"JavaScript, C#, SQL",Backend,41 - 50,
8/2/2024 15:51:17,Amerika,Freelance,Remote,5,Mid,Hiçbiri,Danışmanlık,101 - 110,
8/2/2024 15:51:18,Türkiye,Tam zamanlı,Hybrid,7,Team Lead,"HTML/CSS, JavaScript, TypeScript, Go, SQL",Fullstack,21 - 30,
8/2/2024 15:51:27,Avrupa,Tam zamanlı,Hybrid,11 - 15,Senior,"TypeScript, Java, Kotlin, Bash",Backend,251 - 260,
8/2/2024 15:51:30,Türkiye,Tam zamanlı,Office,0,Junior,Hiçbiri,IT Specialist,21 - 30,
8/2/2024 15:52:05,Türkiye,Tam zamanlı,,5,Mid,"HTML/CSS, JavaScript, Java, C#, Python, SQL",Fullstack,71 - 80,
8/2/2024 15:52:12,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript",Fullstack,41 - 50,
8/2/2024 15:52:25,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 15:52:27,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 15:52:45,Yurtdışı TR hub,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, Java, Kotlin",Backend,141 - 150,
8/2/2024 15:53:14,Türkiye,Tam zamanlı,Hybrid,7,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, C#",Fullstack,41 - 50,
8/2/2024 15:53:19,Türkiye,Tam zamanlı,Remote,8,Senior,C#,Backend,121 - 130,
8/2/2024 15:53:23,Türkiye,Tam zamanlı,Hybrid,1,Junior,"Java, SQL",Backend,61 - 70,
8/2/2024 15:53:32,Türkiye,Tam zamanlı,Office,11 - 15,C-Level Manager,"HTML/CSS, JavaScript, PHP, C#, SQL",Fullstack,151 - 160,
8/2/2024 15:54:19,Türkiye,Tam zamanlı,Office,11 - 15,Senior,"JavaScript, TypeScript, C#",Fullstack,81 - 90,
8/2/2024 15:54:27,Türkiye,Tam zamanlı,Remote,7,Team Lead,"HTML/CSS, JavaScript, PHP",Fullstack,81 - 90,
8/2/2024 15:54:50,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, C#, SQL",Backend,91 - 100,
8/2/2024 15:55:00,Türkiye,Tam zamanlı,Office,6,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#, Python, Dart, C, C++, SQL, Bash",Fullstack,51 - 60,
8/2/2024 15:55:12,Türkiye,Tam zamanlı,Remote,4,Mid,Hiçbiri,Backend,81 - 90,
8/2/2024 15:55:34,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,41 - 50,
8/2/2024 15:55:34,Türkiye,Tam zamanlı,Office,11 - 15,Senior,Rust,Danışmanlık,91 - 100,
8/2/2024 15:55:52,Türkiye,Tam zamanlı,Remote,0,Junior,"TypeScript, Go, SQL",Fullstack,91 - 100,
8/2/2024 15:55:53,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,C#,Fullstack,51 - 60,
8/2/2024 15:56:22,Türkiye,Tam zamanlı,Remote,10,Senior,C#,Backend,91 - 100,
8/2/2024 15:56:35,Türkiye,Tam zamanlı,Hybrid,5,Senior,"HTML/CSS, JavaScript, PHP",Backend,51 - 60,
8/2/2024 15:56:42,Türkiye,Tam zamanlı,Hybrid,2,Mid,JavaScript,React Native,41 - 50,
8/2/2024 15:56:48,Türkiye,Tam zamanlı,Office,10,Senior,SQL,Fullstack,81 - 90,
8/2/2024 15:57:27,Yurtdışı TR hub,Tam zamanlı,Remote,11 - 15,Staff Engineer,"JavaScript, C#, Python, SQL, Bash",Backend,300 +,
8/2/2024 15:57:34,Türkiye,Tam zamanlı,Office,2,Senior,"JavaScript, TypeScript",React Native,61 - 70,
8/2/2024 15:57:43,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,51 - 60,
8/2/2024 15:57:44,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Frontend,31 - 40,
8/2/2024 15:58:07,Türkiye,Tam zamanlı,Remote,2,Junior,"Java, C#",Backend,51 - 60,
8/2/2024 15:58:40,Türkiye,Tam zamanlı,Hybrid,1,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, Java, Go, PHP, C#, Kotlin, Scala, Swift, Python, Dart, Ruby, Rust, C, C++, Objective C, SQL, Cobol, Julia, Perl, Bash, R Language, ABAP, Matlab, Visual Basic, Elixir, Hiçbiri",Backend,0 - 10,
8/2/2024 15:59:39,Türkiye,Tam zamanlı,Remote,10,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,121 - 130,
8/2/2024 15:59:39,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 15:59:41,Türkiye,Tam zamanlı,Hybrid,3,Mid,ABAP,Danışmanlık,51 - 60,
8/2/2024 16:00:02,Türkiye,Tam zamanlı,Office,16 - 20,Team Lead,"JavaScript, C#, SQL",Project Manager,121 - 130,
8/2/2024 16:00:04,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"C#, Swift",iOS,111 - 120,
8/2/2024 16:00:04,Avrupa,Tam zamanlı,Office,11 - 15,Senior,"HTML/CSS, C#, Python, SQL",Fullstack,141 - 150,
8/2/2024 16:00:04,Türkiye,Tam zamanlı,Remote,4,Mid,C#,Backend,71 - 80,
8/2/2024 16:00:13,Türkiye,Tam zamanlı,Office,16 - 20,C-Level Manager,"HTML/CSS, JavaScript, Go, PHP, Swift, Python, Dart, Rust, SQL, Bash",Fullstack,91 - 100,
8/2/2024 16:00:15,Avrupa,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",React Native,91 - 100,
8/2/2024 16:00:19,Türkiye,Tam zamanlı,Hybrid,6,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,131 - 140,
8/2/2024 16:00:28,Türkiye,Tam zamanlı,Remote,16 - 20,Architect,"C#, SQL",Fullstack,161 - 170,
8/2/2024 16:00:29,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,81 - 90,
8/2/2024 16:00:34,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,31 - 40,
8/2/2024 16:00:38,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, TypeScript, Java",Frontend,21 - 30,
8/2/2024 16:00:44,Türkiye,Freelance,Remote,1,Junior,"HTML/CSS, JavaScript",Fullstack,41 - 50,
8/2/2024 16:00:45,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 16:00:52,Türkiye,Tam zamanlı,Remote,9,Senior,"Java, SQL",Backend,171 - 180,
8/2/2024 16:00:52,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,51 - 60,
8/2/2024 16:00:53,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 16:00:57,Türkiye,Tam zamanlı,Remote,1,Junior,Python,Cyber Security Engineer,41 - 50,
8/2/2024 16:01:10,Türkiye,Tam zamanlı,Remote,4,Mid,JavaScript,Frontend,51 - 60,
8/2/2024 16:01:26,Türkiye,Tam zamanlı,Remote,10,Architect,"HTML/CSS, JavaScript, TypeScript, C#",Backend,121 - 130,
8/2/2024 16:01:38,Amerika,Tam zamanlı,Remote,2,Mid,JavaScript,Backend,51 - 60,
8/2/2024 16:01:40,Türkiye,Tam zamanlı,Remote,9,Senior,"HTML/CSS, JavaScript, C#",Backend,151 - 160,
8/2/2024 16:02:05,Türkiye,Tam zamanlı,Remote,3,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 16:02:10,Avrupa,Tam zamanlı,Remote,8,Senior,Java,Test Automation Engineer,51 - 60,
8/2/2024 16:02:13,Türkiye,Tam zamanlı,Office,10,Senior,SQL,Backend,41 - 50,
8/2/2024 16:02:38,Yurtdışı TR hub,Tam zamanlı,Remote,4,Team Lead,Dart,Flutter,61 - 70,
8/2/2024 16:02:46,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript, PHP, SQL",Fullstack,31 - 40,
8/2/2024 16:02:52,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 16:03:01,Türkiye,Tam zamanlı,Remote,4,Mid,"JavaScript, TypeScript",React Native,71 - 80,
8/2/2024 16:03:04,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,C#,Backend,91 - 100,
8/2/2024 16:03:10,Türkiye,,,0,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,0 - 10,
8/2/2024 16:03:28,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"HTML/CSS, JavaScript, Go, C#, SQL",Fullstack,161 - 170,
8/2/2024 16:03:58,Türkiye,Tam zamanlı,Remote,5,Senior,"Swift, Dart",Flutter,41 - 50,
8/2/2024 16:04:19,Türkiye,Tam zamanlı,Hybrid,1,Junior,Swift,iOS,31 - 40,
8/2/2024 16:04:34,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 16:05:02,Türkiye,Tam zamanlı,Hybrid,1,Junior,Hiçbiri,IT Specialist,51 - 60,
8/2/2024 16:05:12,Türkiye,Tam zamanlı,Hybrid,7,Senior,"Java, C#, SQL",Backend,111 - 120,
8/2/2024 16:05:33,Türkiye,Tam zamanlı,Hybrid,9,Team Lead,"HTML/CSS, JavaScript, Java, Swift, Python, SQL",Backend,131 - 140,
8/2/2024 16:05:43,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript, Go, PHP, SQL",Fullstack,91 - 100,
8/2/2024 16:05:47,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 16:06:16,Türkiye,Tam zamanlı,Hybrid,1,Mid,"HTML/CSS, JavaScript, PHP",Fullstack,11 - 20,
8/2/2024 16:06:21,Türkiye,Tam zamanlı,Hybrid,4,Mid,"TypeScript, Java",Fullstack,41 - 50,
8/2/2024 16:07:01,Türkiye,Tam zamanlı,Remote,2,Junior,Swift,iOS,21 - 30,
8/2/2024 16:07:09,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, Python",Fullstack,31 - 40,
8/2/2024 16:07:10,Türkiye,Tam zamanlı,Remote,8,Architect,"HTML/CSS, JavaScript, TypeScript",React Native,111 - 120,
8/2/2024 16:07:20,Türkiye,Tam zamanlı,Remote,1,Junior,"Swift, Objective C",iOS,41 - 50,
8/2/2024 16:07:36,Avrupa,Freelance,Remote,5,Senior,Java,Backend,101 - 110,
8/2/2024 16:07:46,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"SQL, ABAP",SAP Developer,111 - 120,
8/2/2024 16:07:52,Türkiye,Tam zamanlı,Hybrid,2,Junior,SQL,IT Specialist,41 - 50,
8/2/2024 16:08:11,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, TypeScript, SQL",UI/UX Designer,41 - 50,
8/2/2024 16:08:35,Türkiye,Tam zamanlı,Remote,9,Senior,C#,Fullstack,71 - 80,
8/2/2024 16:09:46,Türkiye,Tam zamanlı,Office,1,Junior,HTML/CSS,Frontend,300 +,
8/2/2024 16:10:18,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,41 - 50,
8/2/2024 16:11:12,Amerika,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,151 - 160,
8/2/2024 16:11:27,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, Go, C#",Backend,101 - 110,
8/2/2024 16:11:33,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,91 - 100,
8/2/2024 16:11:35,Türkiye,Tam zamanlı,Remote,11 - 15,Junior,"HTML/CSS, JavaScript",Frontend,31 - 40,
8/2/2024 16:11:38,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 16:11:44,Türkiye,Tam zamanlı,Remote,9,Senior,"Swift, Objective C",iOS,121 - 130,
8/2/2024 16:11:55,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,71 - 80,
8/2/2024 16:12:15,Türkiye,Tam zamanlı,Remote,1,Junior,"Python, Bash",DevOps,11 - 20,
8/2/2024 16:12:34,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 16:12:50,Türkiye,Tam zamanlı,Remote,5,Senior,Swift,iOS,81 - 90,
8/2/2024 16:12:56,Türkiye,Tam zamanlı,Office,10,Engineering Manager,Swift,iOS,161 - 170,
8/2/2024 16:13:42,Türkiye,Tam zamanlı,Remote,4,Senior,ABAP,Backend,51 - 60,
8/2/2024 16:13:45,Türkiye,Tam zamanlı,Remote,3,Senior,Python,Cyber Security Engineer,71 - 80,
8/2/2024 16:14:09,Türkiye,Tam zamanlı,Hybrid,16 - 20,Engineering Manager,"HTML/CSS, JavaScript, TypeScript, C#, C, SQL, Visual Basic",Fullstack,131 - 140,
8/2/2024 16:14:14,Türkiye,Tam zamanlı,Hybrid,7,Team Lead,"TypeScript, C#",Fullstack,81 - 90,
8/2/2024 16:14:29,Türkiye,Tam zamanlı,Office,5,Mid,Java,Backend,61 - 70,
8/2/2024 16:14:43,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Backend,101 - 110,
8/2/2024 16:15:00,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript",Frontend,21 - 30,
8/2/2024 16:15:13,Türkiye,Tam zamanlı,Hybrid,6,Senior,"HTML/CSS, JavaScript, C#",Fullstack,91 - 100,
8/2/2024 16:15:24,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,11 - 20,
8/2/2024 16:15:43,Türkiye,Tam zamanlı,Hybrid,4,Senior,Swift,iOS,91 - 100,
8/2/2024 16:15:51,Türkiye,Tam zamanlı,Remote,0,Junior,"TypeScript, Java, SQL",Fullstack,51 - 60,
8/2/2024 16:15:53,Türkiye,Tam zamanlı,Office,11 - 15,Senior,"C#, SQL",Data Engineer,61 - 70,
8/2/2024 16:16:06,Türkiye,Tam zamanlı,Office,5,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,51 - 60,
8/2/2024 16:16:09,Avrupa,Tam zamanlı,Remote,5,Mid,Python,Cyber Security Engineer,201 - 210,
8/2/2024 16:16:11,Türkiye,Tam zamanlı,Remote,7,Senior,C#,Backend,121 - 130,
8/2/2024 16:16:33,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, Java, C#, C++, SQL",Fullstack,41 - 50,
8/2/2024 16:16:37,Türkiye,Tam zamanlı,Remote,3,Mid,TypeScript,React Native,51 - 60,
8/2/2024 16:17:20,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,51 - 60,
8/2/2024 16:17:23,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript, Go",Frontend,101 - 110,
8/2/2024 16:17:28,Türkiye,Freelance,Remote,5,Mid,"HTML/CSS, JavaScript, C#",Fullstack,51 - 60,
8/2/2024 16:18:08,Türkiye,Tam zamanlı,Remote,2,Mid,C#,Fullstack,51 - 60,
8/2/2024 16:18:12,Türkiye,Tam zamanlı,Hybrid,4,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,71 - 80,
8/2/2024 16:18:45,Türkiye,Tam zamanlı,Remote,6,Team Lead,"Java, SQL",Fullstack,111 - 120,
8/2/2024 16:18:57,Türkiye,Tam zamanlı,Remote,5,Senior,Java,Backend,81 - 90,
8/2/2024 16:19:03,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,41 - 50,
8/2/2024 16:19:15,Türkiye,Tam zamanlı,Hybrid,5,Senior,"C#, SQL",Backend,61 - 70,
8/2/2024 16:19:29,Türkiye,Tam zamanlı,Remote,20 - 30,Team Lead,"HTML/CSS, JavaScript, TypeScript, PHP, C#, Python, SQL",Fullstack,71 - 80,
8/2/2024 16:19:44,Türkiye,Tam zamanlı,Remote,3,Senior,"Kotlin, Python, Dart",Cyber Security Engineer,81 - 90,
8/2/2024 16:19:51,Türkiye,Tam zamanlı,Remote,6,Senior,C#,Backend,81 - 90,
8/2/2024 16:20:12,Türkiye,Tam zamanlı,Remote,11 - 15,Partner,Hiçbiri,Product Owner,11 - 20,
8/2/2024 16:20:18,Türkiye,Tam zamanlı,Hybrid,16 - 20,Architect,"HTML/CSS, JavaScript, TypeScript, Java, SQL, ABAP",Fullstack,151 - 160,
8/2/2024 16:20:41,Avrupa,Tam zamanlı,Hybrid,8,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,141 - 150,
8/2/2024 16:21:29,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, C#",Fullstack,101 - 110,
8/2/2024 16:21:33,Amerika,Tam zamanlı,Remote,6,Team Lead,"JavaScript, TypeScript, Python",Backend,131 - 140,
8/2/2024 16:21:35,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"SQL, Cobol",Fullstack,201 - 210,
8/2/2024 16:22:04,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, Python",Backend,51 - 60,
8/2/2024 16:22:05,Türkiye,Tam zamanlı,Remote,10,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Backend,111 - 120,
8/2/2024 16:22:15,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, PHP, SQL",Fullstack,41 - 50,
